60
16,23,6,31,10,18,3,53500,1,0,0,53500,0,0,10,10,40,2.5,9.5,126,4,4
22,25,8,19,26,12,5,320000,4,4,0,50000,30000,0,42,42,60,5,10.5,167,2,2
23,28,8,18,17,16,4,42000,1,0,0,42000,0,0,14,14,50,3.5,10,61,4,4
14,15,3,12,14,7,0,37000,1,0,0,37000,0,0,35,35,40,4.5,10,139,2,2
12,15,8,15,11,19,1,200000,4,0,0,50000,0,0,20,20,50,3,11,82,3,3
13,15,4,13,11,6,3,32000,1,0,0,32000,0,0,34,34,40,5,11,81,1,1
24,28,10,20,22,10,0,58000,2,0,0,29000,0,0,15,15,40,4.5,11.5,105,2,2
9,11,3,15,3,2,0,27000,1,0,0,27000,0,0,49,49,40,5.5,10,199,4,4
7,18,2,16,8,2,0,23000,1,0,0,23000,0,0,24,24,50,4,9.5,141,3,3
16,14,4,13,11,3,1,45000,2,0,0,22500,0,0,34,34,50,3.5,11.5,182,3,3
17,13,2,9,9,4,0,22000,1,0,0,22000,0,0,11,11,50,3,11,167,3,3
20,7,6,12,6,7,0,21000,1,0,0,21000,0,0,21,21,50,4,11,83,7,7
6,7,2,9,12,19,0,20000,1,0,0,20000,0,0,21,21,40,3.5,10.5,91,2,2
7,14,9,18,2,2,1,140000,2,2,0,50000,20000,0,35,35,50,3.5,10,141,2,2
28,32,36,44,12,12,4,68000,4,0,0,17000,0,0,31,31,40,4.5,9.5,172,1,1
4,4,3,2,5,2,5,14500,1,0,0,14500,0,0,46,46,40,5.5,9.5,246,2,2
3,8,3,18,2,3,1,14000,1,0,0,14000,0,0,12,12,50,4,10.5,151,2,2
6,24,4,18,8,6,0,22000,2,0,0,11000,0,0,36,36,40,4.5,9.5,209,1,1
7,12,5,9,3,3,0,11000,1,0,0,11000,0,0,3,3,50,4,10.5,238,2,2
1,5,0,2,3,2,0,67000,1,0,0,67000,0,0,18,18,60,4,11.5,206,3,3
32,28,36,44,12,12,4,78000,4,1,0,17000,10000,0,10,10,40,3.5,11,50,5,5
32,34,26,44,12,12,4,105000,3,2,0,25000,15000,0,10,10,30,3.5,11,60,5,5
1,28,36,16,12,12,4,300000,4,0,0,75000,0,0,25,25,40,3.5,11,30,10,10
20,28,36,31,12,12,4,298000,2,2,0,75000,74000,0,50,50,75,3.5,11,35,5,5
20,28,36,44,0,0,0,78000,1,0,0,78000,0,0,30,30,50,3.5,11,70,8,8
32,8,36,40,0,5,0,100000,1,2,0,50000,25000,0,10,10,40,3.5,11,30,5,5
37,3,31,4,13,8,4,105000,3,0,0,35000,0,0,12,12,30,3.5,11,20,11,11
41,21,10,42,10,0,2,70000,2,0,0,35000,0,0,15,15,50,3.5,11,50,14,14
41,21,12,40,18,12,0,290000,3,5,4,50000,20000,10000,18,18,75,3.5,11,60,9,9
32,28,50,47,14,12,4,150000,2,2,0,50000,25000,0,18,18,30,3.5,11,50,6,6
18,20,36,27,15,12,4,150000,2,0,0,75000,0,0,25,25,40,3.5,11,80,8,8
28,7,0,20,17,0,0,139000,3,2,1,35000,12000,10000,8,8,30,3.5,11,15,5,5
32,28,50,47,14,12,4,84000,3,0,0,28000,0,0,10,10,35,3.5,11,30,15,15
32,28,36,44,12,12,4,98000,2,0,0,49000,0,0,10,10,45,3.5,11,75,10,10
12,8,10,17,8,0,4,17000,1,0,0,17000,0,0,5,5,55,3.5,11,80,17,17
16,14,18,22,9,12,4,52000,2,0,0,26000,0,0,12,12,45,3.5,11,15,4,4
3,5,0,6,2,3,0,31054,1,0,0,31054,0,0,10,10,30,3.5,11,90,7,7
6,9,13,10,9,4,4,87510,3,0,0,29170,0,0,10,10,40,3.5,11,50,3,3
11,7,5,10,8,8,0,46334,2,0,0,23167,0,0,20,20,35,3.5,11,40,5,5
5,4,4,5,5,2,1,46416,2,2,0,15110,8098,0,11,11,40,3.5,11,65,8,8
18,20,36,27,15,12,4,150000,2,0,0,75000,0,0,12.5,12.5,40,3.5,11,80,5,5
28,7,0,20,17,0,0,145000,3,2,1,35000,15000,10000,4,4,35,3.5,11,15,5,5
32,28,50,47,14,12,4,56000,2,0,0,28000,0,0,5,5,65,3.5,11,30,5,5
32,28,36,44,12,12,4,147000,3,0,0,49000,0,0,5,5,40,3.5,11,75,10,10
12,8,10,17,8,0,4,19000,1,0,0,19000,0,0,2.5,2.5,30,3.5,11,80,5,5
16,14,18,22,9,12,4,78000,3,0,0,26000,0,0,6,6,50,3.5,11,15,8,8
3,5,0,6,2,3,0,62108,2,0,0,31054,0,0,5,5,40,3.5,11,90,5,5
6,9,13,10,9,4,4,58340,2,0,0,29170,0,0,5,5,45,3.5,11,50,11,11
11,7,5,10,8,8,0,69501,3,0,0,23167,0,0,10,10,70,3.5,11,40,14,14
5,4,4,5,5,2,1,50416,2,2,0,15110,10098,0,5.5,5.5,37,3.5,11,65,9,9
6,7,7,4,3,3,4,101368,4,3,0,17500,10456,0,6,6,35,3.5,11,50,6,6
32,16,36,24,12,12,4,77000,3,2,0,19000,10000,0,7.5,7.5,45,3.5,11,30,8,8
3,2,3,4,1,1,4,343000,3,3,1,55000,50000,28000,5,5,55,3.5,11,45,5,5
32,23,0,44,12,0,0,84000,4,0,0,21000,0,0,7,7,75,3.5,11,20,15,15
1,1,2,1,1,0,0,7560,1,0,0,7560,0,0,5,5,30,3.5,11,96,10,10
32,19,36,35,12,12,4,45245,2,1,0,21345,2555,0,10,10,35,3.5,11,50,17,17
32,0,0,0,37,0,4,70668,4,0,0,17667,0,0,5,5,40,3.5,11,15,4,4
32,7,36,11,12,0,4,152000,8,0,0,19000,0,0,5,5,35,3.5,11,55,7,7
32,18,18,23,12,6,4,159828,3,0,0,53276,0,0,6.5,6.5,45,3.5,11,85,3,3
32,38,35,44,12,12,4,67993,1,1,1,38769,18768,10456,11.5,11.5,55,3.5,11,50,5,5
